path,category,digest,disposition,reason,recorded
docs/archive/MLB-129-exit1-gamelevel-handoff.md,owner,7664757db712019c,collision,"an MLB player's name, not a league member",2026-08-10
docs/archive/MLB-129-exit1-gamelevel-handoff.md,owner,8305a9765e0fd0a5,collision,"an MLB player's name, not a league member",2026-08-10
docs/archive/MLB-129-exit1-gamelevel-handoff.md,owner,d034a6e704a64465,collision,"an MLB player's name, not a league member",2026-08-10
docs/archive/MLB-159-exit1-chart-flip-prep.md,owner,2106566c0defd65e,collision,"an MLB player's name, not a league member",2026-08-10
docs/archive/MLB-159-exit1-chart-flip-prep.md,owner,25833853b3c6bbde,collision,"an MLB player's name, not a league member",2026-08-10
docs/archive/MLB-159-exit1-chart-flip-prep.md,owner,a8e68fe4951caf04,collision,"an MLB player's name, not a league member",2026-08-10
docs/archive/Phase 5.0 Documentation.md,owner,577698c73ef03332,collision,"an MLB player's name, not a league member",2026-08-10
docs/archive/Phase 5.0 Documentation.md,owner,6081b3730c38e568,collision,"an MLB player's name, not a league member",2026-08-10
docs/archive/Phase 5.0 Documentation.md,owner,62bfc24b98252c96,collision,"an MLB player's name, not a league member",2026-08-10
docs/archive/Phase 6.3.3 Documentation.md,owner,2047504d5941e500,collision,"an MLB player's name, not a league member",2026-08-10
docs/archive/Phase 6.3.3 Documentation.md,owner,6bbf9cc7fa30b0ce,collision,"an MLB player's name, not a league member",2026-08-10
docs/archive/Phase 6.3.3 Documentation.md,owner,79dd5c8f219fa97a,collision,"an MLB player's name, not a league member",2026-08-10
docs/archive/Phase 6.3.3 Documentation.md,owner,bcdbf5108ab379f2,collision,"an MLB player's name, not a league member",2026-08-10
docs/archive/Phase 6.3.3 Documentation.md,owner,fe49f6c9e03aa6a0,collision,"an MLB player's name, not a league member",2026-08-10
docs/archive/RELEASE NOTES v1.5.0 REBUILT.md,owner,b68f6866e276467d,collision,"an MLB player's name, not a league member",2026-08-10
docs/archive/WALKBACK_PROGRESS.md,owner,048568ed4b55514b,collision,"an MLB player's name, not a league member",2026-08-10
docs/archive/WALKBACK_PROGRESS.md,owner,1d37f0e55f68503f,collision,"an MLB player's name, not a league member",2026-08-10
docs/archive/WALKBACK_PROGRESS.md,owner,4325fec38a11ad2c,collision,"an MLB player's name, not a league member",2026-08-10
docs/archive/WALKBACK_PROGRESS.md,owner,46d087989fc84ed2,collision,"an MLB player's name, not a league member",2026-08-10
docs/archive/WALKBACK_PROGRESS.md,owner,781e5b55575c50ab,collision,"an MLB player's name, not a league member",2026-08-10
docs/archive/WALKBACK_PROGRESS.md,owner,9ec026a61105bae3,collision,"an MLB player's name, not a league member",2026-08-10
docs/archive/WALKBACK_PROGRESS.md,owner,deddcfc7c9b4c6d6,collision,"the ordinary English word, used in its ordinary sense",2026-08-10
docs/decisions/CBS_EARLY_ANCHORS_BACKFILL.md,owner,94041aa8712bc28a,collision,"an MLB player's name, not a league member",2026-08-10
docs/index.html,owner,04c33ac5f2b5b26a,collision,"an MLB player's name, not a league member",2026-08-10
docs/index.html,owner,1a8a4c553e4d8c77,collision,"an MLB player's name, not a league member",2026-08-10
docs/index.html,owner,3dd2492485e787b8,collision,"an MLB player's name, not a league member",2026-08-10
docs/index.html,owner,45d436dc12477c51,collision,"an MLB player's name, not a league member",2026-08-10
docs/index.html,owner,4dff74d1b1777dcd,collision,"an MLB player's name, not a league member",2026-08-10
docs/index.html,owner,96b42445de3dcdfe,collision,"an MLB player's name, not a league member",2026-08-10
docs/index.html,owner,96f1753e86bbacb6,collision,"an MLB player's name, not a league member",2026-08-10
docs/index.html,owner,b17baa00833f13db,collision,"the ordinary English word, used in its ordinary sense",2026-08-10
docs/index.html,owner,b23be611699571d0,collision,"the ordinary English word, used in its ordinary sense",2026-08-10
docs/index.html,owner,b8cb440b3434ab75,collision,"an MLB player's name, not a league member",2026-08-10
docs/index.html,owner,bcba9e874561932b,collision,"an MLB player's name, not a league member",2026-08-10
docs/index.html,owner,c2a3715f827571d9,collision,"an MLB player's name, not a league member",2026-08-10
docs/index.html,owner,cbd8c9cdf0d36d70,collision,"an MLB player's name, not a league member",2026-08-10
docs/releases/RELEASE NOTES v1.5.0.md,owner,b68f6866e276467d,collision,"an MLB player's name, not a league member",2026-08-10
extract/cbs_ui_capture.py,team-id,c9420ce31fe06ddd,retain,a diagnostic probe or captured payload needs a concrete team; a low-entropy team id grants nothing without the league id and credentials,2026-08-10
extract/mlb_crosswalk.py,owner,3df7a333e31dc07f,collision,"an MLB player's name, not a league member",2026-08-10
extract/mlb_crosswalk.py,owner,63d8074303da32d1,collision,"an MLB player's name, not a league member",2026-08-10
extract/mlb_crosswalk.py,owner,e8a0e35e2f800ed7,collision,"an MLB player's name, not a league member",2026-08-10
extract/mlb_crosswalk.py,owner,ee7a79ed57fb8fe3,collision,"an MLB player's name, not a league member",2026-08-10
output/almanac_render.py,owner,0fcbe706abf20202,collision,"the ordinary English word, used in its ordinary sense",2026-08-10
output/almanac_render.py,owner,a86e8fc2da8b0501,collision,"an MLB player's name, not a league member",2026-08-10
output/almanac_render.py,owner,cf337e411235154d,collision,"an MLB player's name, not a league member",2026-08-10
output/build_continuity_sheet.py,owner,256920c7e7ac296a,collision,"the ordinary English word, used in its ordinary sense",2026-08-10
output/build_continuity_sheet.py,owner,2a279c8351efae7b,collision,"the ordinary English word, used in its ordinary sense",2026-08-10
output/build_continuity_sheet.py,owner,2a9cff88b058b9e1,collision,"the ordinary English word, used in its ordinary sense",2026-08-10
output/cbs_almanac_sheets.py,owner,2b843cf04fd1821a,collision,"the ordinary English word, used in its ordinary sense",2026-08-10
output/cbs_almanac_sheets.py,owner,d4c826ea14c3e34d,collision,"an MLB player's name, not a league member",2026-08-10
output/generate_season_report.py,owner,99844a7734d412e9,collision,"an MLB player's name, not a league member",2026-08-10
output/harvest_continuity_sheet.py,owner,dd3d7e8a30e14c7e,collision,"the ordinary English word, used in its ordinary sense",2026-08-10
output/public_oauth_client.py,owner,b488646d20d95255,collision,Ordinary non-identity wording in MLB-209 prose about an empty bundled OAuth descriptor; not an owner reference,2026-08-12
tests/test_almanac_sheets.py,team-id,060acf2a4c728b6f,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,06c5c5c81efce0c3,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,0829a13ba366827e,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,094f82efc0549736,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,099ce69496132b2e,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,0e1e6c3646f8c415,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,123efa7ab5490979,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,138b7621acebc243,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,1412c4b7009a0174,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,153e532cfe407bf9,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,163ff806a0a75ee9,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,18895e4f63110016,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,1d4c7b0c08951130,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,23dc728e20017bcf,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,26c0605c3e70177c,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,2782f91cbabb20d2,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,2beae1a8d98c6c08,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,2fe16f01b3e9e699,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,32c41a3abe68767b,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,33abe4d2a019f48e,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,345cd9b375bcb852,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,3d87b92df6fbb1df,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,45a79ef7634ffefb,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,482a1eb063097d45,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,4944bee49d5c5707,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,4a1f2ab250de646b,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,4c033014cea4d1f6,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,4f22e9d2a2cd1c87,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,509fd8bcbdda3c71,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,522d19bb48c671ec,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,557a63cc4d42c6e8,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,57a583c25c92df1f,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,5830cceedf04f017,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,59500a0eb2df2d6a,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,597fbaf6e9c0e659,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,6155c5e1d602d909,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,646c9df1c930634e,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,6736788e1851986f,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,6d25f4feed2acdc7,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,6f89a90abe914d2e,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,6fba2eaef4cd342f,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,76d19da99225b77e,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,7acdd6eda9d0892f,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,7b4e86aede16b8fd,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,7ba1c6d82fdc2c3e,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,8378063467448134,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,83f0c2a9b13afcae,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,8afe12e7965c675e,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,90979d5d3000efc3,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,934b9517cb7896ab,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,9875bdced0813d57,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,9ceb61f6583f1c23,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,a2e840da6c9a9ce9,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,a6cd2168df0ff420,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,abf0e7b5a73b619d,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,b2884e5530221404,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,bb0daaed1ff81c7b,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,bbcbd1e3b80eaed4,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,c0729f3b9b4e2fc7,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,c2cdf1ef4e668651,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,c2d1d68c1a33d332,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,c31fa56adf4b9d61,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,c9af163cb6c505cb,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,cadce1e93a4474ab,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,cb3777a61fb4b5a2,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,cb5d194fc493b728,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,cbaa92e0243fb3a3,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,cc9ef434e312aa73,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,ce6da09ebdee99b6,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,d1cca50669720757,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,dd3fb2532ecb4117,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,e03a493a8bc9de23,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,e1954820910e92bc,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,e31860333aaab796,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,ea947624bfa8a16e,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,ecb1d52b983375bc,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,f02e16393bc7352b,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,f4c603383d6d4255,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_almanac_sheets.py,team-id,f94e0c2a8ce33f66,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_cbs_almanac_first_year_league.py,team-id,2c10d18965bd519f,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_cbs_almanac_first_year_league.py,team-id,b68e54daa7b77045,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_cbs_standings_tab.py,team-id,1bd8672235f33344,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_cbs_standings_tab.py,team-id,1d195e979d49b23f,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_cbs_standings_tab.py,team-id,1ffd22525b67862a,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_cbs_standings_tab.py,team-id,417efd7b50661e46,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_cbs_standings_tab.py,team-id,4596c6d0e157cd48,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_cbs_standings_tab.py,team-id,45f14db9f3e1479c,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_cbs_standings_tab.py,team-id,475c8ea54081b0a5,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_cbs_standings_tab.py,team-id,5230046eda1c6702,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_cbs_standings_tab.py,team-id,9bab353aa43a0690,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
tests/test_cbs_standings_tab.py,team-id,a54d7826a577f6a2,collision,synthetic fixture value that happens to sit in an identity-shaped position,2026-08-10
